,0
JD,2459799
Date,8-7-2022
LST Range,16.586 -- 2.607 hours
X-Engine Status,Y Y Y Y Y Y Y Y 
Number of Files,1862
Total Number of Antennas,147
 ,
OPERATIONAL STATUS SUMMARY,
Antenna A Priori Status Count,dish_maintenance: 3 RF_maintenance: 31 RF_ok: 11 digital_maintenance: 3 digital_ok: 96 not_connected: 3
Commanded Signal Source,antenna
Antennas in Commanded State,107 / 147 (72.8%)
Cross-Polarized Antennas,93
Total Number of Nodes,15
Nodes Registering 0s,N18
Nodes Not Correlating,"N08, N09"
  ,
NIGHTLY ANALYSIS SUMMARY,
Ant Metrics Done?,Y
Ant Metrics Flagged Antennas,72 / 147 (49.0%)
Auto Metrics Done?,Y
Auto Metrics Flagged Antennas,111 / 147 (75.5%)
Redcal Done?,Y
Redcal Flagged Antennas,20 / 147 (13.6%)
Never Flagged Antennas,9 / 147 (6.1%)
A Priori Good Antennas Flagged,"88 / 96 total a priori good antennas: 5, 7, 10, 15, 17, 19, 20, 21, 30, 31, 37, 40, 41, 42, 45, 46, 50, 51, 53, 54, 55, 56, 57, 66, 68, 69, 71, 72, 73, 81, 83, 84, 85, 86, 88, 91, 93, 94, 98, 99, 100, 101, 103, 105, 106, 107, 108, 109, 111, 112, 116, 117, 118, 121, 122, 123, 127, 128, 129, 130, 140, 141, 142, 143, 144, 145, 156, 157, 158, 160, 161, 162, 164, 165, 167, 169, 170, 176, 177, 178, 179, 181, 183, 186, 187, 189, 190, 191"
A Priori Bad Antennas Not Flagged,1 / 51 total a priori bad antennas: 67
