Ant,Node,Snap,Full nn,Full ee,50-85 MHz nn,50-85 MHz ee,120-155 MHz nn,120-155 MHz ee,155-190 MHz nn,155-190 MHz ee,190-225 MHz nn,190-225 MHz ee
0,0,0,,,,,,,,,,
1,0,0,,,,,,,,,,
2,0,0,,,,,,,,,,
3,1,2,1.1225756255467236,0.9096205589737472,1.6553046173489914,1.4336529588140388,2.1281338660882354,1.8818473711787789,1.7053267595723527,1.8159421963108646,1.6991806030216814,2.2670886552085214
4,1,2,1.0633352939508747,2.0029245958751396,3.9407491151862053,9.553978236995672,1.9234666983687798,2.4952767474022166,1.9593976589746576,2.12942068876649,3.499448846880922,3.133841606701446
5,1,2,1.0148458035966157,1.016621520137749,1.6882546262118905,1.6318686713484438,2.039769561658436,2.154915057781428,2.1976043340632714,2.192671847701341,8.865243399434034,9.893681756533672
7,2,0,1.0174761217731112,0.9379833739970739,1.812674787186965,1.71320835771857,2.2748678199786982,2.4747093426678686,1.9981800164794516,2.0372281807048833,2.520166088163954,2.8251956085298033
8,2,0,2.3289465747501112,18.907280481467318,8.19634019094045,71.83815422523033,4.585857648820311,57.99609134083622,7.766066691198748,22.765580522430774,7.8197220269049135,89.13245236633232
9,2,0,0.868181852728975,0.982573403733337,1.5777671890789113,1.501242611422964,1.769835729880371,2.035624036283377,2.301992814923379,2.549657830758009,2.5195030111532106,2.778748257562024
10,2,1,1.0178243635281854,1.070605986795496,1.998673169214405,1.857701110809747,2.131506863824063,2.4504720886735583,1.868774068693172,2.4752965238279367,2.600770443150636,2.6856586072189206
11,0,1,90.09310846101347,244.33611161774928,226.18645465543557,1731.7654478451377,11.44376405345018,119.54834856492151,9.930763304069774,876.2353259735736,4.318035947762707,1141.7911135743873
12,0,1,206.69477964421102,386.28423096525233,738.856669598987,2765.068586262566,125.98487343255464,281.30557954947886,155.24588478990128,570.1370955141596,20.271693105948057,603.3044944444719
13,0,1,101.80094549286858,273.5324263895833,235.21034904613177,758.0899996445324,57.66526089887671,146.29486204452692,142.34321840469903,672.0289587274818,12.980414275756102,53.04418733121523
14,0,2,,,,,,,,,,
15,1,3,1.2395094006843825,1.0748762613525598,1.9518248150501976,1.7123531766369564,2.000194080910702,2.6442015587439034,1.9025078307439953,2.2148729636680877,4.801817503590978,7.82610551114838
16,1,3,1.048250858813164,0.8898866043872121,1.7375244683313416,1.6236956996739595,1.871557035762808,1.828554197306163,1.7658112229959457,1.7224272956735762,9.43561515234223,3.479763331338708
17,1,3,1.137618399061554,0.9022577349754692,1.5931659598447825,1.592979735220175,2.722795075755945,2.014531421659698,1.7853588325866037,1.823693547748427,3.042672049087523,3.2649872149196684
18,1,0,54.364903175092195,1.586521156495454,1.189160606176063,1.3873673610456627,229.29070670445523,3.9619330807716304,1.6051210156116533,1.71008322037818,2.276595919568352,1.7692569353412766
19,2,1,0.9851853852639825,1.020651991999878,1.547068211099891,1.8881854866423586,1.7742085593424426,2.1596920768143697,1.8685689933173688,2.1303570629672803,4.329757838851342,12.680668129438617
20,2,1,0.8915065534467838,0.8981634057247405,1.6832500344407402,1.490197365480071,1.760706001840589,1.653940691082742,1.785256259744401,1.6001319383688812,2.2997733269141634,2.9962752339856786
21,2,2,0.8815514300769943,0.8543340345822618,1.4565614960482736,1.5352778689200506,1.7749334849309355,1.7978688748391285,1.9462369860042033,2.2346985153693186,1.9059038466713427,2.422115289019856
23,0,2,,,,,,,,,,
24,0,2,,,,,,,,,,
25,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,1,0,4.175798792841987,2.9780297267841296,7.889257703425705,10.3168727761157,9.695968066944701,5.43244379935832,3.4862353818948955,2.2625239347644595,3.7338245165887436,1.9954418842114925
28,1,0,98.3216767744379,16.27147446925071,1.2524056747372692,57.32701448625448,487.3321021071736,49.97233585806737,2.142851151221986,18.510112836646925,2.6552456758408267,71.9525426391711
29,1,1,1.4306840263735576,1.2723297314373536,2.7893050117806797,1.7654055651845633,2.18971494764405,2.371287154506221,3.241365771289164,3.1653765790236545,4.213286776261762,6.136092321534997
30,1,1,1.3698876513069964,0.9661319783056358,2.582938598572157,1.4456652284811753,2.289326832860749,1.944923447459289,3.139065653135956,3.182873213797797,3.4873162766779977,12.168069433379285
31,2,2,0.9376132603125202,1.090483379306074,1.5774299126198676,1.707115566894712,1.8530512137127197,2.1444932951184565,2.4524922136599963,4.862863806125829,3.2337541313194205,9.66194323788176
32,2,2,0.8893775661503682,2.376396312282139,1.6559937994821907,1.3642063350522444,1.5919069987686105,3.8700670091062492,2.5458080629537196,12.21404021120524,2.676357116232134,6.7023213260612735
33,2,3,21.640655398186702,0.9287091647798651,1.7963183703654173,1.5696222523576417,94.64437257236803,1.8352872531008588,1.846878078986349,1.7410788424463797,2.540245960121987,2.39444994364073
36,3,3,,,,,,,,,,
37,3,1,1.2240467910888688,1.0004062171550108,2.0719656418184385,1.4389656459589943,2.9324377249105367,2.3967594361748157,2.1104298905306074,1.9396527930986693,4.674482568993158,3.4984511714641404
38,3,1,0.9597501267842803,1.0434149341852104,2.210783807406228,1.5204143664997154,1.7686494294436963,2.0749416681521393,2.7277886447046726,2.5757388704451105,2.9784055277174377,3.0608272424886986
39,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,4,1,0.9544221909659937,0.9888662661960744,1.4500677308637213,1.6336429032226583,1.7963105664715358,2.2197924641946094,1.807360579617725,2.3334140559026944,2.159037870441167,4.6557651028877
41,4,3,1.01896295640771,1.0354803137502733,1.6400897646211914,1.893679882847148,1.8236309669669257,2.1922242861475647,1.6915771460141398,1.782667219824198,1.8762899122996843,2.343369423243669
42,4,0,1.1272161420919733,0.9444774554379998,1.4484327578587646,1.7381144661219556,1.970717565120469,2.300531502539488,1.6601371932745346,1.9747308546507052,3.5860062027806823,6.78191662556463
45,5,0,2.3508411352695497,1.1353873094577853,18.02486980742113,1.6416993052994813,2.8627784413678197,1.795094287669836,3.2709954958309018,2.0285336447057882,3.469662224504924,2.1539478039858166
46,5,0,1.7871797789531085,1.3001443155897618,1.9617488809433627,1.6276883794273451,3.7039432642285055,2.8936279834572978,1.9962752275341087,1.9783329791403905,2.898553555184994,4.20482486415471
50,3,3,,,,,,,,,,
51,3,2,4.3174529360245675,0.8906919950884304,11.481955632168354,2.617322604022204,4.91195829131744,1.7329524603392086,4.658637457995489,2.0128211774827816,5.697577440093025,4.1291791295142275
52,3,3,,,,,,,,,,
53,3,2,1.0872892156103469,1.0131297082145083,2.3901949397935343,2.5846809991178885,2.236997359086414,2.8002550990852093,2.277483089418379,2.4877452470029415,5.299871267890614,5.916047357802879
